Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,GPS,Elev(m),Status,Open Date,Links
"Grand Island, NE",3335 W Wood River Rd,Grand Island,NE,68803,USA,8,150,"40.829973, -98.379822",574,OPEN,1/6/2017,gmap | forum | tesla
"Lincoln, NE",5020 N 27th St,Lincoln,NE,68521,USA,8,150,"40.860817, -96.679723",368,OPEN,1/5/2017,gmap | forum | tesla
"Moosic, PA","Shoppes at Montage, 2142–2598 Shoppes Blvd",Moosic,PA,18507,USA,8,150,"41.361979, -75.676596",320,OPEN,1/5/2017,gmap | forum | tesla
"Junction, TX",2415 N Main St,Junction,TX,76849,USA,8,150,"30.509233, -99.77456",519,OPEN,1/4/2017,gmap | forum | tesla
"Kuttawa, KY",62 Days Inn Dr,Kuttawa,KY,42055,USA,8,150,"37.073405, -88.124752",134,OPEN,1/1/2017,gmap | forum | tesla
"Brush, CO",1156 Colorado Ave,Brush,CO,80723,USA,8,150,"40.270895, -103.62223",1289,OPEN,12/31/2016,gmap | forum | tesla
"Suining, China","Suining, SichuanChina",Suining,Sichuan,,China,4,,"30.531393, 105.589851",280,OPEN,12/31/2016,gmap | forum | tesla
"Laiguangying, Beijing, China",16 Laiguangying Xinbei Rd,Beijing,Beijing,100012,China,4,,"40.031033, 116.448334",41,OPEN,12/31/2016,gmap | forum | tesla
"Loveland, CO",Embassy Suites at 4705 Clydesdale Pkwy,Loveland,CO,80538,USA,10,150,"40.44146, -104.991205",1546,OPEN,12/29/2016,gmap | forum | tesla
"Burgos, Spain","Carretera Madrid-Irún, 137",Burgos,,9001,Spain,6,150,"42.312365, -3.704115",931,OPEN,12/26/2016,gmap | forum | tesla
"Takasaski, Japan",群馬県佐波郡玉村町大字上新田604-1,Takasaski,,,Japan,6,,"36.307802, 139.097401",73,OPEN,12/26/2016,gmap | forum | tesla
"Midland, TX",3001 Antelope Trail,Midland,TX,79703,USA,8,150,"31.947361, -102.141289",863,OPEN,12/24/2016,gmap | forum | tesla
"Knockrow, NSW",Macadamia Castle 1699 Pacific Hwy,Knockrow,NSW,2479,Australia,6,,"-28.749596, 153.534593",97,OPEN,12/24/2016,gmap | forum | tesla
"Charnock Richard Northbound, UK",Jct 27-28 M6 Northbound Mill Ln,Chorley,,PR7 5LR,United Kingdom,12,150,"53.630562, -2.692578",69,OPEN,12/24/2016,gmap | forum | tesla
"Mogliano Veneto, Italy",1 Via BonfadiniMogliano VenetoItaly,Mogliano Veneto,,31021,Italy,8,150,"45.584722, 12.287137",5,OPEN,12/23/2016,gmap | forum | tesla
"Bernin, France","134 Chemin des Fontaines,",Bernin,,38190,France,8,150,"45.265676, 5.876448",238,OPEN,12/23/2016,gmap | forum | tesla
"Heathrow Airport Terminal 5, UK","Hilton London Heathrow Airport Terminal 5, Poyle Rd",Slough,,SL3 0FF,United Kingdom,24,250,"51.478181, -0.515753",22,OPEN,12/23/2016,gmap | forum | tesla
"Arlon, Belgium",Rue des Ardennes,Arlon,,6706,Belgium,12,150,"49.647975, 5.818863",363,OPEN,12/22/2016,gmap | forum | tesla
"Aberdeen, WA",416 Wishkah Street,Aberdeen,WA,98520,USA,8,150,"46.976679, -123.813485",132,OPEN,12/22/2016,gmap | forum | tesla
"Clearwater, MN",950 MN-24,Clearwater,MN,55320,USA,8,150,"45.411899, -94.054852",304,OPEN,12/22/2016,gmap | forum | tesla
"Lampeland, Norway",By KIWI grocery store,Lampeland,,3621,Norway,12,150,"59.836224, 9.579221",188,OPEN,12/21/2016,gmap | forum | tesla
"Wiener Neustadt, Austria","Leopold Ungar-Straße 4, 2700",Wiener Neustadt,,,Austria,12,125,"47.804883, 16.210756",271,OPEN,12/21/2016,gmap | forum | tesla
"Texarkana, TX",3101 Mall Dr,Texarkana,TX,75503,USA,8,150,"33.459926, -94.077179",100,OPEN,12/21/2016,gmap | forum | tesla
"Yoho Mall, Hong Kong",9 Yuen Lung St,Hong Kong,Hong Kong,,China,4,,"22.44377, 114.036864",2,OPEN,12/21/2016,gmap | forum | tesla
"Poznań, Poland","City Park Hotel & Residence, Wyspiańskiego 26A",Poznań,,60-751,Poland,6,150,"52.400285, 16.893091",85,OPEN,12/19/2016,gmap | forum | tesla
"Eidfjord, Norway",Tenestetorget Simadalsvegen 1,Eidfjord,,5783,Norway,8,150,"60.467438, 7.068209",6,OPEN,12/17/2016,gmap | forum | tesla
"Zhanjiang - Jinsha Bay, China",No.8 Guanhai North Road,Zhanjiang,Guangdong,,China,4,,"21.268173, 110.393784",0,OPEN,12/17/2016,gmap | forum | tesla
"Tianjin - Wisdom Valley, China",No. 20 Kaihua RdHuayuan Industry Park,Tianjin,Tianjin,300384,China,4,,"39.093114, 117.119933",4,OPEN,12/17/2016,gmap | forum | tesla
"Chengde - Bifengmen, China",No.2-3 Bifengmen Customs and Cultural Park,Chengde,Hebei,,China,4,120,"40.988365, 117.926208",386,OPEN,12/17/2016,gmap | forum | tesla
"Guiyang - Sofitel Hunter Hotel, China",No.18 Airport Southern Road,Guiyang,Guizhou,,China,8,120,"26.575317, 106.719193",1068,OPEN,12/17/2016,gmap | forum | tesla
"Heatherbrae, NSW",2285 Pacific Highway,Heatherbrae,NSW,2234,Australia,6,,"-32.787294, 151.728353",10,OPEN,12/16/2016,gmap | forum | tesla
"Mt. Gilead, OH",6200 State Route 95,Mt. Gilead,OH,43338-9548,USA,8,,"40.494024, -82.712896",354,OPEN,12/16/2016,gmap | forum | tesla
"Groveland, CA",11875 Ponderosa Ln,Groveland,CA,95321,USA,7,150,"37.838679, -120.23199",865,OPEN,12/16/2016,gmap | forum | tesla
"Fish Camp, CA",1122 California 41,Fish Camp,CA,93623,USA,8,150,"37.473828, -119.635893",1557,OPEN,12/15/2016,gmap | forum | tesla
"Katowice, Poland",Murckowska 22,Katowice,,40-265,Poland,4,150,"50.254594, 19.046594",265,OPEN,12/14/2016,gmap | forum | tesla
"East Point City, Hong Kong","East Point City, 8 Chung Wa Road",Hong Kong,Hong Kong,,China,4,,"22.316526, 114.265687",24,OPEN,12/10/2016,gmap | forum | tesla
"Twentynine Palms, CA",73829 Baseline Rd,Twentynine Palms,CA,92277,USA,8,150,"34.12046, -116.050953",631,OPEN,12/9/2016,gmap | forum | tesla
"Steg-Hohtenn, Switzerland",Besche Mattenstrasse 1,Steg-Hohtenn,,3940,Switzerland,8,125,"46.310323, 7.74971",631,OPEN,12/9/2016,gmap | forum | tesla
"Santa Ana, CA",2800 N Main St,Santa Ana,CA,92705,USA,12,150,"33.776011, -117.872176",47,OPEN,12/6/2016,gmap | forum | tesla
"Moncalieri, Italy",Via Guido Rossa 11,Moncalieri,,,Italy,8,150,"44.973333, 7.730113",224,OPEN,12/5/2016,gmap | forum | tesla
"Dundee, UK","Hilton Hotel, Kingsway W",Dundee,,DD2 5JT,United Kingdom,8,150,"56.466428, -3.062962",20,OPEN,12/2/2016,gmap | forum | tesla
"Tarrytown, NY",600 White Plains Road,Tarrytown,NY,10591,USA,12,,"41.061499, -73.836411",51,OPEN,12/2/2016,gmap | forum | tesla
"Ogallala, NE",501 Stagecoach Trail,Ogallala,NE,69153,USA,8,150,"41.116493, -101.709415",977,OPEN,12/2/2016,gmap | forum | tesla
"Gothenburg, NE",318 Platte River Rd,Gothenburg,NE,69138,USA,8,150,"40.917317, -100.169913",780,OPEN,12/2/2016,gmap | forum | tesla
"Memphis, TN",1203 Ridgeway Rd,Memphis,TN,38119,USA,8,150,"35.097801, -89.858957",95,OPEN,12/1/2016,gmap | forum | tesla
"Chasseneuil-du-Poitou, France",Avenue René Monory,Chasseneuil-du-Poitou,,86360,France,8,150,"46.670356, 0.362651",81,OPEN,12/1/2016,gmap | forum | tesla
"Jackson, TN",56 Casey Jones Ln,Jackson,TN,38305,USA,8,,"35.660349, -88.855771",100,OPEN,11/30/2016,gmap | forum | tesla
"Joplin, MO",3615 Range Line Rd,Joplin,MO,64804,USA,8,150,"37.047552, -94.473399",314,OPEN,11/30/2016,gmap | forum | tesla
"Yangjiang - Hualuxe, China",No. 8 Huanhu Road,Yangjiang,Guangdong,,China,4,,"21.851158, 111.986061",43,OPEN,11/28/2016,gmap | forum | tesla
"Fort MacLeod, AB",2323 7 Ave,Fort MacLeod,AB,T0L 0Z0,Canada,8,150,"49.724991, -113.397336",946,OPEN,11/24/2016,gmap | forum | tesla
"Lincoln, NH",22 S Mountain Dr,Lincoln,NH,3251,USA,6,,"44.042314, -71.668127",245,OPEN,11/24/2016,gmap | forum | tesla
"Collégien, France","2 Allée des Portes de la Forêt Collégien, France 77090",Collégien,,,France,8,150,"48.830877, 2.678019",106,OPEN,11/18/2016,gmap | forum | tesla
"Springfield, MO",3050 North Kentwood St,Springfield,MO,65803,USA,8,150,"37.251836, -93.265534",398,OPEN,11/16/2016,gmap | forum | tesla
"Birmingham, AL",2221 Richard Arrington Jr Blvd N,Birmingham,AL,35203,USA,8,,"33.525917, -86.806875",182,OPEN,11/16/2016,gmap | forum | tesla
"Hashima, Japan",岐阜県羽島市江吉良2939,Hashima,,,Japan,4,,"35.303584, 136.691785",2,OPEN,11/16/2016,gmap | forum | tesla
"Gustine, CA",12411 California Highway 33,Gustine,CA,95322,USA,12,150,"37.109305, -121.017565",47,OPEN,11/16/2016,gmap | forum | tesla
"Skjåk - Bismo, Norway",8 Skeimoplassen,Bismo,,2690,Norway,10,150,"61.883135, 8.267249",396,OPEN,11/16/2016,gmap | forum | tesla
"Kingsville, TX",2400 South Highway 77,Kingsville,TX,78363,USA,8,150,"27.493808, -97.844399",17,OPEN,11/15/2016,gmap | forum | tesla
"Columbia, SC",8910 Farrow Rd,Columbia,SC,29203,USA,8,150,"34.106319, -80.950723",95,OPEN,11/15/2016,gmap | forum | tesla
"Baoding - Heyang School, China",No.366 East 2nd Ring Rd,Baoding,Hebei,,China,4,,"38.823845, 115.533691",16,OPEN,11/13/2016,gmap | forum | tesla
"Orléans, France","Chemin des Sablons Saran, France 45770",Saran,,,France,8,150,"47.948869, 1.86831",124,OPEN,11/12/2016,gmap | forum | tesla
"Liezen, Austria",Gesäuse Str. 14,Liezen,,8940,Austria,8,130,"47.55952, 14.251709",630,OPEN,11/10/2016,gmap | forum | tesla
"Cúllar, Spain",A-92N,Cúllar,,18850,Spain,8,150,"37.5540305, -2.6139444",997,OPEN,11/7/2016,gmap | forum | tesla
"Bandon, OR",44 Michigan Ave NE,Bandon,OR,97411,USA,8,150,"43.121854, -124.398942",23,OPEN,11/4/2016,gmap | forum | tesla
Zhaoqing - Phoenix Hotel,"18 West 1st RoadNan'an, Gaoyao Zhaoqing, Guangdong China 526010",Zhaoqing,Guangdong,,China,4,,"23.00935, 112.456787",10,OPEN,10/30/2016,gmap | forum | tesla
"Mount Vernon, IL",222 Potomac Blvd,Mt. Vernon,IL,62864,USA,8,150,"38.316292, -88.955923",146,OPEN,10/27/2016,gmap | forum | tesla
"West Des Moines, IA",1725 Jordan Creek Pkwy,West Des Moines,IA,50266,USA,8,150,"41.599019, -93.806336",300,OPEN,10/21/2016,gmap | forum | tesla
"Davenport, IA",North Ridge Shopping Center 4064 E 53rd St,Davenport,IA,52807,USA,8,150,"41.575888, -90.513526",219,OPEN,10/21/2016,gmap | forum | tesla
"Buena Park (SC), CA",6692 Auto Center Dr,Buena Park,CA,90621,USA,8,,"33.863379, -117.99103",25,OPEN,10/20/2016,gmap | forum | tesla
"Jackson, WY",1155 S Highway 89,Jackson,WY,83001,USA,8,,"43.463995, -110.794875",1868,OPEN,10/19/2016,gmap | forum | tesla
"Childress, TX",1300 Avenue F NW,Childress,TX,79201,USA,8,150,"34.432426, -100.218676",580,OPEN,10/19/2016,gmap | forum | tesla
"Kingston, NY",640 Washington Ave,Kingston,NY,12401,USA,8,,"41.941916, -74.027208",47,OPEN,10/18/2016,gmap | forum | tesla
"Bloomsburg, PA",11 Ricky Ave,Bloomsburg,PA,17815,USA,8,,"41.016143, -76.492616",197,OPEN,10/14/2016,gmap | forum | tesla
"Edsbruk, Sweden",590 98 Edsbruk,Edsbruk,,590 98,Sweden,6,150,"57.97985, 16.482407",25,OPEN,10/13/2016,gmap | forum | tesla
"Le Caylar, France",Aire du Caylar,Le Caylar,,34520,France,8,150,"43.864589, 3.313277",733,OPEN,10/11/2016,gmap | forum | tesla
"Channelview, TX",16311 East Fwy,Channelview,TX,77530,USA,8,150,"29.784665, -95.110612",7,OPEN,10/10/2016,gmap | forum | tesla
"Beijing - Central Place, China",79-81 Jianguo Road,Beijing,Beijing,,China,16,250,"39.90871, 116.48053",43,OPEN,10/9/2016,gmap | forum | tesla
"Caudan, France","758 rue Pierre Landais Caudan, France",Caudan,,56850,France,8,150,"47.788035, -3.331263",27,OPEN,10/8/2016,gmap | forum | tesla
"Meridian, MS",1210 Bonita Lakes Drive,Meridian,MS,39301,USA,8,,"32.35778, -88.671246",123,OPEN,10/7/2016,gmap | forum | tesla
"Harbin - JW Marriott Hotel, China",99 Chuangxin 1st Road,Harbin,Heilongjiang,,China,4,120,"45.798618, 126.527725",114,OPEN,10/7/2016,gmap | forum | tesla
"Umeå, Sweden","Marknadsgatan 19, By MAX burger",Umeå,,90421,Sweden,12,150,"63.811159, 20.250153",2,OPEN,10/5/2016,gmap | forum | tesla
"Örnsköldsvik, Sweden","Härnösandsvägen 4, by Burger King",Örnsköldsvik,,,Sweden,6,150,"63.291556, 18.706134",9,OPEN,10/5/2016,gmap | forum | tesla
"Skellefteå, Sweden","Nöppelbergsvägen 1, by OKQ8 station along E4",Skellefteå,,93176,Sweden,6,150,"64.76235, 21.002864",80,OPEN,10/5/2016,gmap | forum | tesla
"North Aurora, IL",151 Hansen Blvd,North Aurora,IL,60542,USA,8,150,"41.802949, -88.370249",212,OPEN,10/5/2016,gmap | forum | tesla
"Berlin, VT",213 Payne Turnpike,Berlin,VT,5602,USA,8,,"44.212532, -72.576462",299,OPEN,10/3/2016,gmap | forum | tesla
"Shenzhen - Yayuan Hotel, China",1001 North Rd Dongmen,Shenzhen,Guangdong,,China,6,,"22.555546, 114.12735",23,OPEN,10/2/2016,gmap | forum | tesla
"Tangshan - Tongyuan, China",East Interchange of Puguang Avenue and Eastern Ring Rd,Tangshan,Hebei,,China,4,120,"39.676117, 118.251556",32,OPEN,10/1/2016,gmap | forum | tesla
"Three Rivers, TX","2645 S Hwy 37, I-37 Exit 72",Three Rivers,TX,78071,USA,8,150,"28.521614, -98.185829",51,OPEN,9/30/2016,gmap | forum | tesla
"Huntsville, ON",70 King William St,Huntsville,ON,,Canada,8,150,"45.333611, -79.206703",300,OPEN,9/30/2016,gmap | forum | tesla
"Bakersfield, CA",29541 Stockdale Hwy,Bakersfield,CA,93314,USA,10,150,"35.354643, -119.331607",93,OPEN,9/29/2016,gmap | forum | tesla
"Coralville, IA",1914 8th St,Coralville,IA,52241,USA,8,150,"41.680372, -91.591467",205,OPEN,9/29/2016,gmap | forum | tesla
"Rolla, MO",1705 Martin Spring Dr,Rolla,MO,65401,USA,8,150,"37.940064, -91.801658",293,OPEN,9/27/2016,gmap | forum | tesla
"Bay City, MI",2980 Wilder Road,Bay City,MI,48706,USA,8,150,"43.622061, -83.932241",181,OPEN,9/27/2016,gmap | forum | tesla
"Laurel, MD",14700 Baltimore Ave,Laurel,MD,20707,USA,8,,"39.095382, -76.858319",55,OPEN,9/23/2016,gmap | forum | tesla
"Macau, China","Studio City, Estrada do Istmo, Cotai",Macau,Macau,,China,4,,"22.141222, 113.5626",0,OPEN,9/22/2016,gmap | forum | tesla
"Rivière-du-Loup, QC",311 boul. Hôtel-de-Ville,Rivière-du-Loup,QC,G5R 5S4,Canada,8,,"47.82017, -69.558776",40,OPEN,9/22/2016,gmap | forum | tesla
"Murcia, Spain","Calle Nueva Condomina 1. 1, 5T",Murcia,,30009,Spain,10,150,"38.038172, -1.149343",109,OPEN,9/22/2016,gmap | forum | tesla
"Monroe, LA",4915 Pecanland Mall Dr,Monroe,LA,71203,USA,8,150,"32.496554, -92.055091",21,OPEN,9/16/2016,gmap | forum | tesla
"Guangzhou White Swan Hotel, China",No.1 Shamian South St.,Guangzhou,Guangdong,,China,4,,"23.105297, 113.243889",14,OPEN,9/14/2016,gmap | forum | tesla
"Page, AZ",600 Clubhouse Dr,Page,AZ,86040,USA,8,150,"36.924902, -111.468041",1239,OPEN,9/10/2016,gmap | forum | tesla
"Lleida, Spain",S N La Variant Torrefarera,Catalunya,,25123,Spain,6,150,"41.663959, 0.605371",203,OPEN,9/8/2016,gmap | forum | tesla
"Crescent City, CA",1000 Front St,Crescent City,CA,95531,USA,6,150,"41.752393, -124.1944",4,OPEN,9/8/2016,gmap | forum | tesla
"Parry Sound, ON",292 Louisa Street,Parry Sound,ON,,Canada,8,,"45.345576, -80.005751",228,OPEN,9/4/2016,gmap | forum | tesla
"Brewer, ME",5 Walton Dr,Brewer,ME,4412,USA,8,,"44.775909, -68.73432",43,OPEN,9/2/2016,gmap | forum | tesla
"Chenzhou - Yizhang, China",Yizhang Industry ParkChenzhou,Chenzhou,Hunan,,China,4,,"25.401274, 112.977646",336,OPEN,9/1/2016,gmap | forum | tesla
"Nebbenes, Norway","Nebbenes service area northbound, next to Nebbenes Kro",Eidsvoll Verk,,2074,Norway,44,150,"60.312269, 11.145104",209,OPEN,8/31/2016,gmap | forum | tesla
"Beijing - Wucai City, China",68 Qinghe Middle StHaidian District,Beijing,Beijing,,China,6,,"40.02943, 116.334763",47,OPEN,8/25/2016,gmap | forum | tesla
"Lee, MA",10 Pleasant Street,Lee,MA,1238,USA,8,,"42.29571, -73.239245",267,OPEN,8/20/2016,gmap | forum | tesla
"Sweetwater, TX",300 SE Georgia Ave,Sweetwater,TX,79556,USA,8,150,"32.450591, -100.392455",660,OPEN,8/19/2016,gmap | forum | tesla
"Cisco, TX",16851 Interstate Highway 20,Cisco,TX,76437,USA,8,150,"32.374263, -99.007197",513,OPEN,8/19/2016,gmap | forum | tesla
"Lincoln City, OR",1500 SE East Devils Lake Rd,Lincoln City,OR,97138,USA,8,150,"44.957751, -124.010966",24,OPEN,8/19/2016,gmap | forum | tesla
"Port Huron, MI",500 Thomas Edison Pkwy,Port Huron,MI,48060,USA,8,150,"42.998817, -82.428935",182,OPEN,8/18/2016,gmap | forum | tesla
"Eureka, CA","Bayshore Mall, 3300 Broadway St",Eureka,CA,95501,USA,8,,"40.778885, -124.188383",6,OPEN,8/17/2016,gmap | forum | tesla
"Oakdale, MN",7180 10th St N,Oakdale,MN,55128,USA,8,150,"44.96499, -92.96129",329,OPEN,8/17/2016,gmap | forum | tesla
"Shanghai K11 Art Mall, China","No.300 Huai'hai Mid Road Shanghai, Shangahai China",Shanghai,Shanghai,,China,6,,"31.223318, 121.473305",18,OPEN,8/17/2016,gmap | forum | tesla
"Folsom - Palladio Parkway, CA",220 Palladio Pkwy,Folsom,CA,95630,USA,30,250,"38.647199, -121.118344",116,OPEN,8/13/2016,gmap | forum | tesla
"Ceprano, Italy",27 Via Caragno,Ceprano,,3024,Italy,8,150,"41.544226, 13.511958",98,OPEN,8/13/2016,gmap | forum | tesla
"Zhumadian - Join Auto, China",100 meter north of crossroad of Kaiyuan Avenue and Yicheng Road Zhumadian,Zhumadian,Henan,,China,4,,"33.015353, 114.059482",72,OPEN,8/1/2016,gmap | forum | tesla
"Shenzhen - KK Mall, China",5016 Shennan East Road Shenzhen,Shenzhen,Guangdong,,China,6,,"22.543369, 114.107193",16,OPEN,7/31/2016,gmap | forum | tesla
"Kristianstad, Sweden","3 Jochums väg, 291 59",Kristianstad,,,Sweden,6,150,"56.023216, 14.11831",3,OPEN,7/26/2016,gmap | forum | tesla
"Sarn, UK",36 M4 Motorway,Sarn,,CF32 9SY,United Kingdom,8,130,"51.535351, -3.577637",75,OPEN,7/25/2016,gmap | forum | tesla
"Innsbruck, Austria",Bernhard-Höfel-Straße 16,Innsbruck,,6020,Austria,6,125,"47.264861, 11.428453",567,OPEN,7/21/2016,gmap | forum | tesla
"Valencia, Spain",S/N Carrer de Leonardo Da Vinci Paterna,Valencia,,46980,Spain,6,150,"39.542965, -0.451521",107,OPEN,7/20/2016,gmap | forum | tesla
"Humpolec, Czech Republic","near city Humpolec, highway D1, halfway between Prague and Brno",Humpolec,,39601,Czech Republic,6,150,"49.521746, 15.347476",593,OPEN,7/19/2016,gmap | forum | tesla
"Nagano 長野, Japan",長野,Nagano,,,Japan,4,,"36.572115, 138.200325",349,OPEN,7/16/2016,gmap | forum | tesla
"Catoosa, OK",777 W Cherokee St,Catoosa,OK,74015,USA,8,150,"36.167631, -95.766044",209,OPEN,7/16/2016,gmap | forum | tesla
"Aire de Reims-Champagne-Sud, France",A4 Aire de Reims Sud,Les Petites-Loges,,,France,6,150,"49.120781, 4.24261",119,OPEN,7/16/2016,gmap | forum | tesla
"Aire de Reims-Champagne-Nord, France",A4 Aire de Reims Nord,Les Petites-Loges,,,France,6,150,"49.119348, 4.245689",119,OPEN,7/16/2016,gmap | forum | tesla
"Hamamatsu 浜松, Japan",浜松,Hamamatsu,,,Japan,4,,"34.840437, 137.748006",91,OPEN,7/16/2016,gmap | forum | tesla
"Yulin - Xingyu Road, China",Xingyu Road,Yulin,Shaanxi,,China,4,120,"38.272358, 109.722927",1076,OPEN,7/16/2016,gmap | forum | tesla
"Lincoln House, Hong Kong",979 King's Rd,Hong Kong,Hong Kong,,China,4,,"22.287648, 114.212233",73,OPEN,7/16/2016,gmap | forum | tesla
"Drachten, Netherlands",4 Lavendelheide,Drachten,,,Netherlands,12,150,"53.105883, 6.129539",6,OPEN,7/15/2016,gmap | forum | tesla
"Kalmar, Sweden",7 Dragonvägen,Kalmar,,39239,Sweden,6,150,"56.673228, 16.321408",4,OPEN,7/15/2016,gmap | forum | tesla
"Queensbury, NY","Aviation Mall, 578 Aviation Rd",Queensbury,NY,12804,USA,8,,"43.328388, -73.679992",130,OPEN,7/15/2016,gmap | forum | tesla
"Caen, France",1 Avenue du Fresne Bretteville-sur-Odon,Bretteville-sur-Odon,,14760,France,8,150,"49.16398, -0.424802",27,OPEN,7/15/2016,gmap | forum | tesla
"Zhuhai - Holiday Resort Hotel, China","9 East Shihua RoadZhuhai, Guangdong China",Zhuhai,Guangdong,,China,6,,"22.237179, 113.582603",4,OPEN,7/13/2016,gmap | forum | tesla
"Montreal, QC",3131 Boulevard de la Côte-Vertu,Montreal,QC,H4R 1Y8,Canada,12,120,"45.500503, -73.707943",33,OPEN,7/13/2016,gmap | forum | tesla
"Napa, CA",Devlin Rd & Airport Blvd,Napa,CA,94558,USA,12,150,"38.2356, -122.264",15,OPEN,7/11/2016,gmap | forum | tesla
"Albaret-Sainte-Marie, France",Aire de la Garde,Albaret-Sainte-Marie,,48200,France,8,150,"44.870977, 3.252918",1066,OPEN,7/8/2016,gmap | forum | tesla
"Fano, Italy",2/A Via Luigi Einaudi,Fano,,61032,Italy,4,130,"43.802874, 13.015345",21,OPEN,7/7/2016,gmap | forum | tesla
"L´Aldea, Spain","L´Aldea, Spain 43896",L´Aldea,,,Spain,6,150,"40.753019, 0.606421",32,OPEN,7/5/2016,gmap | forum | tesla
"Elveden, UK",57 Brandon Rd,Elveden,,IP24 3TP,United Kingdom,8,150,"52.38641, 0.664606",40,OPEN,7/5/2016,gmap | forum | tesla
"Machelen, Belgium",Culliganlaan 4,Machelen,,1831,Belgium,8,73,"50.887736, 4.453052",42,OPEN,7/4/2016,gmap | forum | tesla
"Seaside, OR",1111 North Roosevelt Drive,Seaside,OR,97138,USA,8,150,"46.00101, -123.91683",5,OPEN,7/1/2016,gmap | forum | tesla
"Bernau am Chiemsee, Germany",Theodor-Sanne-Straße 6,Bernau am Chiemsee,,83233,Germany,8,150,"47.814441, 12.367768",526,OPEN,6/30/2016,gmap | forum | tesla
